area_mean,area_se,area_worst,concavity_se,fractal_dimension_mean,perimeter_mean,perimeter_worst,radius_mean,radius_worst,smoothness_mean,smoothness_worst,symmetry_worst,texture_mean,texture_worst
639,86.6,1.43E+03,0.0325,0.0632,90.2,149,14.2,22.1,0.133,0.168,0.339,18.2,18.3
1.47E+03,38,649,-0.0176,0.0616,151,101,22.5,14.5,0.0895,0.123,0.32,22.9,29.4
739,-27.3,198,0.00705,0.0788,95.1,71.8,14.8,10.7,0.0896,0.132,0.353,18.1,22.1
767,37.5,1.24E+03,0.0483,0.0605,107,127,16.2,19.9,0.111,0.151,0.331,22,25.8
820,52.4,75.7,0.0571,0.0554,102,49.1,15.1,8.85,0.118,0.0918,0.223,19.3,20.1
415,40.4,1.01E+03,0.0255,0.058,73.2,118,11.7,18,0.0939,0.153,0.156,18.9,27.7
1.36E+03,-26.8,407,0.073,0.0669,138,81.1,21.1,12.9,0.0991,0.159,0.377,15.8,27.7
-54.1,108,1.21E+03,-0.00623,0.0607,46.2,128,7.54,19.9,0.125,0.134,0.28,21,16.5
1.03E+03,-23.6,643,-0.00603,0.0636,119,93.2,18.2,14.2,0.0934,0.125,0.237,19.7,30.3
612,67,765,0.0296,0.0619,81,104,12.3,15.5,0.0854,0.0961,0.301,14.6,33.5
445,66.4,246,0.0225,0.0562,70.4,63.1,11.1,10.8,0.11,0.133,0.344,23.9,23.9
522,79.7,929,0.0203,0.0652,89.2,117,13.3,18.1,0.131,0.145,0.361,16,20.3
822,50.3,1.11E+03,-0.00803,0.0486,107,119,16.5,18,0.0785,0.11,0.363,23.4,29.7
699,135,1.78E+03,0.0553,0.053,88.7,163,13.6,24.4,0.0949,0.116,0.224,15.3,30.5
429,57.2,107,-0.0104,0.061,76.2,62.6,11.9,9.68,0.107,0.0799,0.306,15.7,20.5
123,-38,1.30E+03,0.0192,0.0728,61,120,9.68,18.1,0.091,0.151,0.307,16.3,35.9
493,62.1,1.18E+03,0.00147,0.06,81.3,133,12.4,19.6,0.0649,0.127,0.325,17.8,17.7
1.10E+03,23.2,665,-0.0159,0.0637,122,88.1,18.7,13.3,0.101,0.123,0.224,12.8,29.7
479,-30.4,744,0.0369,0.0653,85.6,96.1,13.2,14.8,0.0988,0.141,0.254,15.5,16.3
681,66.7,904,0.0308,0.0602,92.1,114,14.2,17.2,0.101,0.0907,0.285,21.3,23.6
302,80.7,1.17E+03,0.0327,0.0761,70.2,133,10.9,19.7,0.115,0.071,0.347,13.5,15.5
409,102,1.61E+03,0.0216,0.0597,74.8,151,11.4,22,0.0953,0.112,0.24,17.5,29.8
298,2.42,-45.3,0.158,0.0572,68.7,48.1,10.7,8.03,0.0905,0.131,0.236,24.9,27.6
870,52.2,1.02E+03,0.0283,0.0594,104,113,15.7,16.8,0.0987,0.179,0.236,22,23.2
1.06E+03,20.7,607,0.0208,0.0621,129,98.1,19.1,14.2,0.102,0.126,0.321,29.7,19.4
640,-7.34,-77.1,0.0306,0.0541,88.7,58.2,14.2,8.84,0.096,0.121,0.333,18.8,26.2
422,126,1.15E+03,0.00353,0.0549,69.8,133,10.9,19.9,0.0885,0.0751,0.168,19,20.7
556,59.7,1.11E+03,0.0251,0.0543,85.8,134,13.2,19.6,0.0974,0.166,0.225,22.3,24.8
547,51.5,963,0.047,0.0767,84.1,111,13.2,16.9,0.0839,0.101,0.286,18.6,27.8
767,-7.93,446,0.0394,0.0647,100,80.7,15.3,12.3,0.1,0.105,0.314,19.2,37.7
1.21E+03,-34.9,885,0.0525,0.0709,130,103,20,16.3,0.124,0.183,0.366,24.1,20.4
751,49,570,0.047,0.068,98,88.7,14.7,12.8,0.104,0.141,0.22,24.4,27.9
989,31.9,625,-0.0149,0.0601,116,85.8,17.6,14.2,0.117,0.112,0.399,15.5,23.8
317,53.6,1.13E+03,0.0384,0.0586,67.8,115,10.5,17.2,0.0947,0.124,0.287,20.8,26.4
645,-35,420,0.0491,0.0539,87.6,62.2,13.6,9.87,0.094,0.166,0.271,23.6,28.8
663,49.4,1.06E+03,-0.0119,0.0759,95.3,116,14.4,17.9,0.0956,0.111,0.305,14.6,18.6
879,58.8,1.55E+03,0.0447,0.061,116,137,17.4,21.1,0.0928,0.154,0.312,22.8,30.7
862,97.8,1.63E+03,0.0359,0.0661,103,153,15.7,22.5,0.109,0.123,0.305,16.7,23.9
1.08E+03,-5.73,102,0.098,0.0494,122,66.6,18.8,9.87,0.106,0.113,0.214,14.5,31.4
899,48.4,596,0.0483,0.0576,105,95.6,16.1,14.3,0.103,0.128,0.273,16.1,31.9
-56.5,105,1.65E+03,0.0471,0.0681,44.8,145,7.27,22.1,0.0998,0.105,0.243,19.2,27.6
1.34E+03,89.8,1.36E+03,0.04,0.069,138,129,20.8,19.6,0.105,0.112,0.385,23.9,26.1
750,107,1.16E+03,-0.0171,0.0661,96.3,111,14.3,16.7,0.1,0.141,0.208,20.9,19.4
591,31.5,620,0.0306,0.0634,90.5,111,13.5,16,0.124,0.126,0.444,12.1,18.3
1.07E+03,109,1.69E+03,-0.0336,0.0544,118,137,18.1,21.7,0.0925,0.111,0.372,20.4,18.8
568,37.3,-176,0.0745,0.0597,80.7,56.4,12.2,7.89,0.109,0.144,0.337,18.2,26.5
483,81.1,1.65E+03,0.00906,0.0657,79.3,146,12.6,22.2,0.093,0.107,0.213,20.8,30.6
1.08E+03,128,2.14E+03,0.0355,0.0604,116,180,17.8,27.1,0.0935,0.122,0.373,25.4,30
262,5.42,437,0.0869,0.0676,72.5,90.4,11.4,14,0.109,0.168,0.269,22.8,21.8
725,58.1,1.11E+03,0.0314,0.0596,89.8,124,13.9,18.8,0.0958,0.154,0.283,15.7,13.6
490,12.2,703,0.00499,0.0599,78.2,86.9,12.5,13.6,0.117,0.14,0.347,10,19.4
682,41.1,676,0.02,0.055,98.7,91.8,14.8,15,0.108,0.132,0.341,10.8,34.4
452,25.6,664,0.0108,0.0596,81.8,109,12.5,15,0.11,0.179,0.34,18.8,19.3
963,102,1.17E+03,0.0204,0.0572,116,119,17.4,17.7,0.117,0.0694,0.26,14,18.8
927,42.7,1.07E+03,0.015,0.0662,115,112,17.2,17.4,0.105,0.156,0.226,17.1,26.6
766,-25.6,-201,0.0123,0.0619,97.8,43.7,15,7.27,0.115,0.127,0.415,13.4,31
707,43.7,894,0.0328,0.0664,93.3,99.8,14.1,14,0.106,0.141,0.304,23.2,30.8
884,10.9,540,0.0314,0.057,108,80.5,16.4,12.6,0.105,0.143,0.334,17.7,14.8
547,92,1.80E+03,0.0426,0.0609,89.1,160,13.5,24.2,0.124,0.141,0.322,27,26.5
1.31E+03,-24.6,361,-0.00836,0.0631,140,70.2,21.2,11,0.1,0.153,0.21,10.6,21
1.08E+03,-41.2,636,0.00745,0.065,121,90.7,18.7,14.4,0.0884,0.158,0.289,19,39.2
1.05E+03,-15.4,889,-0.0909,0.0635,119,96.5,18.3,15.4,0.0941,0.153,0.339,23.5,30.8
525,36.9,821,0.0293,0.0716,79,101,12.3,15.4,0.102,0.147,0.3,14.7,34
113,61,980,0.0371,0.0701,56.2,115,8.8,16.1,0.108,0.13,0.283,27,31.6
732,-31.1,-102,0.0563,0.0521,99,57.7,15,8.76,0.116,0.147,0.293,17.9,35.4
569,-63.5,385,0.111,0.0619,95.6,73.8,14.5,11.2,0.102,0.144,0.146,21.4,28.5
1.00E+03,55.8,768,0.0302,0.073,111,99.9,16.9,15,0.0849,0.136,0.19,23.7,30.7
433,61.4,1.35E+03,0.0313,0.0701,76.5,143,11.8,20.8,0.0821,0.122,0.258,17.2,23.8
998,16.5,776,0.0205,0.0784,111,96.1,17.2,15.2,0.089,0.162,0.237,19,33.1
1.26E+03,65.2,888,0.0128,0.0588,129,98.6,19.3,16.1,0.111,0.139,0.241,21,24.3
348,6.84,1.28E+03,0.0861,0.0466,74.6,128,11.8,18.8,0.0853,0.158,0.289,26.7,23.6
1.02E+03,-38.6,651,-0.00788,0.0627,119,88.3,18,13.9,0.0919,0.155,0.317,14.2,29.3
838,122,1.48E+03,0.0223,0.0718,111,127,16.5,19.9,0.0951,0.139,0.207,20.5,17.1
616,0.00445,244,0.0397,0.0559,92.8,64.8,14.5,11.2,0.108,0.136,0.352,23.8,28.4
389,5.95,-84.1,0.0883,0.0588,79.4,57.8,11.7,8.68,0.0797,0.111,0.237,16.4,29.9
594,94.8,1.67E+03,0.0588,0.0619,87.9,148,13.7,23.1,0.105,0.13,0.322,17,28.1
681,-60.2,405,0.0292,0.0638,99.3,80.4,15.2,11.7,0.0905,0.144,0.268,14.5,32.8
727,-44,-386,0.059,0.0634,100,42.6,15.1,6.87,0.0763,0.131,0.387,19.8,23.3
386,0.667,-58.5,0.0371,0.0667,73.7,54.1,11.2,8.57,0.0976,0.131,0.289,16.5,20.5
966,-41.8,46,0.0265,0.0615,122,56.1,18.5,9.38,0.0876,0.122,0.264,23.2,29.1
1.12E+03,84.2,1.02E+03,0.0718,0.0526,130,120,19.2,17.9,0.115,0.124,0.346,16.4,29.2
878,-8.61,167,0.0117,0.0606,103,58,15.7,9.23,0.116,0.147,0.214,17.7,32.8
645,-0.221,751,0.0615,0.0598,96.9,81.3,14.6,13.1,0.0879,0.162,0.304,22.8,26.3
515,148,1.89E+03,0.0209,0.0641,83.9,169,12.8,25.6,0.0969,0.114,0.339,28,24.7
664,41.6,1.00E+03,0.027,0.0647,89.1,114,14.1,17.4,0.0762,0.136,0.394,25.3,12.7
534,-42.8,-13.4,0.0255,0.0629,94.3,63,14.2,10.1,0.0887,0.0857,0.234,17.5,23.6
28.6,48.6,1.30E+03,0.0454,0.069,58.4,139,9.15,19.8,0.0733,0.136,0.239,21.2,20.2
585,43.4,633,0.0048,0.0586,88.5,98.6,13.4,14.2,0.108,0.124,0.396,24.8,25.3
964,82.6,1.03E+03,-0.024,0.0601,106,116,16.1,17.8,0.0932,0.128,0.373,19,21.2
697,30.5,713,-0.0532,0.0661,97.5,93.4,14.6,14.3,0.0943,0.135,0.236,20.4,27.3
828,7.1,342,0.0524,0.0456,100,76.2,15.6,11.9,0.0913,0.105,0.323,15.5,31.3
361,6.99,-4.31,0.0345,0.0629,73.9,56.1,11.4,8.75,0.102,0.165,0.222,29.9,26.1
954,38.3,1.15E+03,0.0669,0.0609,116,131,17.4,18.7,0.096,0.145,0.192,17.2,45.6
969,70.8,188,-0.00122,0.061,109,71.3,16.5,9.75,0.106,0.11,0.311,15.3,20.6
927,73,751,0.0436,0.0426,105,97.4,16.3,14.9,0.109,0.115,0.36,12.8,32.9
1.12E+03,33.8,347,0.0461,0.0585,117,79.7,18,12.1,0.0965,0.173,0.244,18.6,18.3
739,5.53,838,0.0169,0.0601,104,94.6,16.3,14.4,0.0967,0.114,0.211,23,24.4
371,116,1.39E+03,0.00237,0.0642,66.9,136,10.5,20,0.113,0.135,0.246,16.9,21.4
572,6.67,624,-0.0133,0.0578,84,99.4,13,14.5,0.0835,0.118,0.3,11.1,34.9
240,112,1.52E+03,0.0423,0.0564,62.9,162,10.1,23.2,0.114,0.122,0.201,20,32
571,-28.5,280,0.0449,0.0724,87.5,73.3,13,11,0.0892,0.158,0.334,14.6,29.4
884,66,1.37E+03,-0.00653,0.062,111,141,16.6,20.9,0.103,0.139,0.372,21.3,24.2
1.04E+03,31.3,1.00E+03,0.0424,0.0682,120,108,18.3,16.2,0.108,0.151,0.235,13,16.9
1.39E+03,-9.91,499,0.0261,0.0632,142,81,21.5,12.6,0.0947,0.12,0.181,17,31.1
1.45E+03,56.7,1.88E+03,0.0012,0.0728,153,170,22.7,25.4,0.0976,0.133,0.222,19.2,28.2
340,3.59,-75.6,0.0297,0.0566,67.4,53.6,10.6,8.44,0.102,0.141,0.289,22.1,17.5
214,91.7,973,0.0117,0.0613,64.8,99.5,9.87,15.9,0.0956,0.128,0.222,16.8,25.5
805,56.7,1.65E+03,0.0283,0.0667,103,151,15.9,22.2,0.0939,0.146,0.297,18,22.1
796,-10.5,372,0.0778,0.0624,97.2,85.3,15.2,13.1,0.0768,0.15,0.438,23.3,23.7
214,93.4,1.81E+03,0.00832,0.0609,65.7,142,10.2,21.4,0.105,0.126,0.291,12,28.3
641,65.1,1.29E+03,0.0179,0.0637,90.3,125,13.8,18.3,0.0793,0.162,0.308,19.2,19.5
654,26.6,976,0.0189,0.0688,94.9,112,14.7,17.6,0.102,0.122,0.355,12.6,31.1
959,93.9,1.35E+03,0.0401,0.0609,115,141,16.9,20.5,0.0893,0.121,0.353,14.6,19.6
877,1.21,780,0.0135,0.0671,106,99.6,16.4,15.5,0.0685,0.133,0.268,28.5,33.2
586,-3.13,497,0.041,0.0612,90.5,88.2,13.8,13,0.0861,0.146,0.297,24.5,30.5
834,-42.1,-296,0.048,0.0587,104,34.2,15.9,5.38,0.091,0.129,0.305,11.1,29.7
1.02E+03,86.8,1.13E+03,0.0729,0.0659,119,116,17.8,17.6,0.106,0.143,0.235,23.1,16.1
843,-42.5,708,0.0272,0.063,108,86.7,16.6,13.6,0.0932,0.134,0.34,12.5,21.9
48.3,48.5,1.08E+03,0.0146,0.0512,53.7,123,8.26,17.7,0.101,0.142,0.246,14.5,18
408,166,1.56E+03,0.0665,0.0681,70.6,152,10.9,23.2,0.118,0.129,0.336,24.8,26.2
1.26E+03,78.3,1.40E+03,0.0583,0.0673,130,132,19.8,20.5,0.106,0.177,0.282,25.5,20.4
123,-39.5,574,0.0195,0.0784,56.5,86.9,9.42,13.3,0.0663,0.117,0.355,16.3,31.5
820,18.5,742,-0.0598,0.0678,101,105,15.4,15.6,0.0858,0.129,0.282,15.4,21.9
665,34.8,910,-0.00378,0.0697,91.6,109,14,16.8,0.0952,0.12,0.197,28.8,29.8
756,1.33,297,0.0289,0.0596,101,78.8,15.6,12.2,0.107,0.0838,0.197,13.7,28.4
628,56.8,734,0.00012,0.0626,89,100,13.7,14.4,0.0984,0.0974,0.362,17.2,29.8
678,-8.92,1.34E+03,0.0652,0.0689,97.1,135,14.8,20.2,0.0876,0.157,0.336,15.7,20.3
1.08E+03,105,1.06E+03,0.0215,0.0554,121,127,17.9,18.6,0.113,0.132,0.221,25.9,24.6
351,124,1.56E+03,0.0602,0.0537,72.7,155,11,23.2,0.0822,0.128,0.289,17.6,31.1
403,62.4,1.14E+03,0.0115,0.0651,80.4,129,12.4,19,0.0962,0.16,0.178,12,23
1.16E+03,33.8,956,-0.0241,0.056,128,110,19.3,16.8,0.0796,0.162,0.312,20.1,29.3
275,86.8,1.64E+03,0.0652,0.0566,65.9,157,10.2,23.6,0.0777,0.126,0.2,15.9,33.7
900,-14.7,397,0.106,0.0624,113,69.6,17,11.4,0.0936,0.151,0.335,15.5,32.6
-112,84.5,304,-0.00162,0.0567,33.9,83.5,6.04,12.5,0.123,0.108,0.0995,18.2,28.5
708,-13.8,778,0.0363,0.0581,96.9,107,15.1,15.6,0.0697,0.124,0.299,24.3,27.6
1.08E+03,79.5,757,0.0234,0.0744,121,94.3,18.3,14,0.104,0.0759,0.289,15.9,28.3
174,4.48,644,0.0507,0.0572,67.4,90.7,10.2,13.2,0.0823,0.126,0.385,19.3,28.1
500,39.9,1.23E+03,0.0509,0.0719,85.4,134,13.4,20.2,0.105,0.148,0.268,27.3,25.7
426,43,1.22E+03,0.0136,0.075,78.5,120,12.5,18.5,0.0921,0.117,0.181,15.1,27.3
533,102,1.32E+03,0.00851,0.0587,85.5,135,13.1,19.7,0.106,0.0985,0.252,19,20.6
1.28E+03,42.9,1.36E+03,0.0334,0.058,134,121,20.4,18.5,0.112,0.15,0.299,16.3,24.4
497,29.2,1.08E+03,0.0377,0.0671,83.2,127,13.2,19.1,0.085,0.159,0.261,19.3,25.3
759,14,474,0.0329,0.0573,101,93.5,15.4,13.5,0.0946,0.107,0.125,12.6,17.1
1.16E+03,-14.6,122,0.0573,0.0592,126,63.2,18.8,9.98,0.0934,0.145,0.383,23.5,32.7
1.03E+03,68.9,640,-0.0237,0.0651,121,82.1,18.3,14.1,0.149,0.157,0.347,19.8,14.6
556,67.3,610,0.0268,0.0769,87.8,92.4,13.1,13.9,0.0848,0.116,0.173,28.4,27.3
1.19E+03,-35,666,0.0637,0.0669,131,90.4,20,14.3,0.0798,0.125,0.318,23.8,22.7
1.43E+03,5.47,379,0.0722,0.0572,145,77.2,21.7,12.2,0.104,0.148,0.375,19.3,29.8
869,65,1.14E+03,-0.00451,0.0729,111,134,16.5,20,0.0888,0.139,0.262,15.7,21.9
347,37.2,-4.8,0.0538,0.0698,64.4,64.4,9.99,10.9,0.0888,0.121,0.301,24.7,30.5
396,-2.4,546,-0.0351,0.0584,77.9,91.7,12.1,14.3,0.0819,0.107,0.189,18.8,34.3
909,45.7,652,-0.00286,0.0645,110,98.1,16.6,14.5,0.0995,0.14,0.204,19.5,18.2
885,81.6,1.34E+03,0.0683,0.0623,105,127,15.8,18.8,0.0977,0.128,0.274,15,20.5
1.01E+03,57.6,513,0.0121,0.0615,115,82.6,17.5,13.3,0.11,0.1,0.335,18.8,34.1
469,1.71,890,0.0521,0.0522,85.1,101,13.1,15.9,0.112,0.178,0.197,15.4,26
1.01E+03,-30.5,854,0.0612,0.0732,119,102,18.2,15.5,0.103,0.135,0.187,18.9,31.7
300,39.5,1.14E+03,0.0276,0.0656,69,113,10.9,17.4,0.0938,0.135,0.206,19.4,28.4
312,101,1.56E+03,0.0366,0.0598,65.8,157,10.6,22.8,0.111,0.136,0.297,19,34.2
-185,-19.5,50.4,0.0372,0.0744,28.4,63.4,4.86,9.91,0.0766,0.173,0.28,26.8,22.4
488,16.3,560,0.0117,0.0578,77.9,86.2,12.1,13.4,0.0893,0.0812,0.375,17.7,23.2
834,195,1.59E+03,0.0212,0.0599,101,152,14.8,22.7,0.0839,0.127,0.332,31.5,16.3
1.02E+03,38.7,861,0.0306,0.0578,116,97.1,17.4,15.5,0.0957,0.136,0.199,18.7,26.9
1.26E+03,-17.9,588,0.0752,0.0599,132,80.6,20.2,12,0.112,0.164,0.344,16.4,16.9
1.21E+03,48,233,0.0413,0.0642,123,67,18.8,10.5,0.0885,0.106,0.348,17.2,26.4
181,7.43,54,0.0248,0.083,56.8,53.8,8.77,8.52,0.103,0.106,0.406,19.8,21.7
1.12E+03,-37.7,113,0.0416,0.0637,121,60,18.2,9.77,0.106,0.155,0.307,17,29.4
1.26E+03,-10,315,-0.00251,0.0618,134,84.5,20.4,11.6,0.0807,0.111,0.255,16.2,23.2
1.32E+03,6.53,1.49E+03,0.00924,0.0635,142,138,21.3,20.2,0.079,0.117,0.311,10.1,39
333,9.2,1.06E+03,-0.00379,0.0712,75.1,119,11.8,18.2,0.0666,0.14,0.142,13.9,28.8
887,-4.1,1.03E+03,0.0283,0.058,108,113,16.7,16.9,0.0938,0.152,0.453,21,25
1.32E+03,-7.64,912,0.0123,0.0595,139,105,21.3,16.5,0.0802,0.146,0.27,7.23,22.6
1.29E+03,-2.38,1.02E+03,0.0645,0.0771,136,103,20.6,15.8,0.0925,0.14,0.225,17.6,26.2
1.01E+03,71.5,1.33E+03,0.00806,0.056,109,119,16.8,17.9,0.102,0.137,0.279,13,20.3
457,10.2,105,0.048,0.0625,82.9,61.9,12.5,10.3,0.094,0.124,0.368,22.9,23.1
691,71.5,1.39E+03,0.0327,0.0543,97.2,131,14.9,20.4,0.103,0.139,0.296,28.3,34
537,171,2.05E+03,0.0266,0.043,85.1,178,12.9,25.9,0.103,0.134,0.215,18.5,21.3
936,51.1,827,-0.00152,0.047,108,114,16.3,16.3,0.105,0.132,0.252,15.7,25.8
667,25.3,764,0.0418,0.0566,93.2,101,14.7,15.5,0.102,0.099,0.215,21.9,23.1
600,85.1,887,0.0133,0.0457,89.7,118,14.1,17,0.105,0.102,0.361,19.3,20.9
-221,32.5,945,0.0359,0.0681,33.6,106,5.84,16.7,0.0849,0.117,0.299,17.2,28.4
237,20.2,689,0.0853,0.0655,61.9,104,9.86,15.7,0.0956,0.105,0.301,20.6,34.1
621,56.6,1.58E+03,0.0752,0.0588,87.2,143,13.4,21.5,0.103,0.173,0.251,17.2,26.1
193,79.8,1.68E+03,0.0389,0.0667,62.4,143,9.64,22.6,0.084,0.144,0.401,17.1,21.9
170,79.6,1.40E+03,0.118,0.052,61.9,151,9.74,21.4,0.11,0.125,0.363,28.2,31.9
428,95.1,1.65E+03,0.00118,0.0594,77,146,12,22.2,0.0835,0.132,0.226,19.4,16.3
836,53.1,555,0.0349,0.0707,111,93.1,16.2,13.9,0.0963,0.139,0.192,18.7,26.4
613,33.5,676,0.017,0.0575,93.1,92.5,14.3,14.7,0.104,0.134,0.228,25.2,21.4
476,70,984,0.0461,0.0642,76.3,122,12.4,17.8,0.103,0.0845,0.187,16.3,25
521,128,2.00E+03,0.0402,0.0668,82.5,183,13,26.7,0.111,0.139,0.354,22.4,21.5
380,124,995,0.0294,0.0601,70.2,121,10.9,18.2,0.0941,0.112,0.363,28,21.1
696,-60.8,-106,-0.0326,0.0633,99.5,57.7,15.2,7.96,0.093,0.11,0.242,18,28.7
799,70.1,1.24E+03,-0.0391,0.0617,97.5,153,15,21.8,0.0821,0.116,0.278,16.8,30.3
434,21.5,1.32E+03,-0.0122,0.0548,81,132,12.7,19.1,0.106,0.138,0.356,19.7,20.6
693,14.1,1.53E+03,0.0529,0.0659,91.6,138,14.5,20.4,0.101,0.166,0.245,22.8,33.6
456,86.7,536,0.0804,0.0688,75.9,80.8,11.6,13,0.0949,0.0907,0.172,20.3,23.5
1.05E+03,1.51,595,0.0465,0.0554,121,95.2,18.4,14.6,0.0678,0.133,0.29,23.8,33.5
494,-41,366,0.0227,0.0656,81.8,60.2,12.6,10,0.0964,0.143,0.296,20.6,34.1
697,73.5,859,0.025,0.0709,89.5,110,13.6,16.4,0.104,0.152,0.284,18.1,15.5
1.21E+03,89.8,1.49E+03,0.0177,0.0662,131,135,19.7,20.8,0.0814,0.104,0.252,22.3,21.3
705,32.4,822,0.0211,0.0565,98.8,108,15.1,16.8,0.11,0.128,0.318,14.6,25.3
967,78.9,1.06E+03,0.0968,0.0634,111,118,16.8,18.1,0.106,0.117,0.274,27.7,21.8
486,42.3,1.16E+03,-0.00419,0.077,76.8,124,12.2,18.7,0.0966,0.129,0.258,14.3,34.7
481,38.8,687,0.0367,0.0569,84.3,93.8,13,14.6,0.0821,0.133,0.208,19.7,9.59
491,41,818,0.0411,0.0584,83.2,106,12.8,15.8,0.113,0.133,0.331,13.8,25.7
393,41.1,473,0.0913,0.0655,66.6,82.4,10.3,12.8,0.103,0.147,0.316,18.6,7.83
264,-4.35,258,0.0693,0.0685,70,67.1,10.7,10.6,0.106,0.13,0.323,20.5,21.5
963,23.5,868,0.00789,0.0743,114,91.6,17.4,14.1,0.0931,0.125,0.206,25.8,19.6
331,-18.4,506,0.0511,0.0719,67.6,76.8,10.5,12.3,0.092,0.189,0.254,14.1,32.8
410,34.8,421,0.0244,0.058,76.6,82.1,12,13.2,0.119,0.104,0.273,24.4,29.3
775,-9.85,550,0.0556,0.0684,97.6,82.9,15.3,13.2,0.0904,0.189,0.264,20,23.9
1.04E+03,5.89,440,0.0321,0.0583,121,89.1,18.3,13.4,0.0945,0.132,0.248,12.1,25.9
644,97.4,818,0.023,0.0601,89,102,13.9,14.8,0.128,0.06,0.346,17,9.44
122,61.1,850,0.0207,0.0728,52.8,107,8.36,15.4,0.0955,0.144,0.324,18.4,25.4
1.02E+03,23,146,0.026,0.0622,119,57.7,18,8.97,0.133,0.0992,0.315,18.9,19.2
568,7.33,570,0.0312,0.0749,84.8,91,13.5,13.8,0.107,0.119,0.293,16.8,12.8
427,41.2,454,0.0383,0.0597,78.9,83.7,12,13,0.106,0.155,0.3,20.8,20.1
449,16.2,911,0.0506,0.0656,80.7,118,12.5,17.3,0.0675,0.144,0.356,20.6,24.3
973,51.3,1.26E+03,0.0465,0.0657,117,130,18.2,20,0.0897,0.153,0.383,17.2,22.9
-6.64,-21.6,959,-0.00747,0.0667,55.6,116,8.97,18.2,0.126,0.137,0.285,20.1,19.3
120,29,1.36E+03,0.0256,0.0687,52,140,8.59,20.8,0.0929,0.151,0.316,15.2,28.4
652,28.8,1.04E+03,-0.00977,0.0601,93,123,14.2,18,0.0812,0.147,0.248,16.6,28.6
288,60.9,1.10E+03,0.0177,0.0733,69,114,11,17.8,0.141,0.104,0.253,18.5,23.7
1.02E+03,90.3,1.04E+03,0.105,0.0622,115,122,17.3,18.3,0.116,0.149,0.295,26.5,34.2
486,13.3,1.05E+03,-0.00136,0.0664,79.9,125,12.6,17.8,0.0601,0.147,0.173,19.6,23.5
817,-8.51,804,0.0875,0.0567,108,111,16.3,16.6,0.0744,0.124,0.223,22.5,33
682,58,1.14E+03,0.0233,0.0617,88.9,119,13.9,18.5,0.0876,0.147,0.333,20.6,28.9
750,138,1.49E+03,0.0563,0.0528,101,150,15.3,22.3,0.108,0.0867,0.212,27.7,25.9
918,60.8,767,0.00901,0.0696,114,98.8,17,15.1,0.11,0.129,0.275,21.8,27.3
80.3,40,1.15E+03,0.0619,0.0604,52,111,8.08,17.1,0.0862,0.157,0.318,18.6,20.8
345,57.1,1.09E+03,0.00317,0.0522,73.6,111,11.4,17.6,0.0987,0.14,0.355,16.7,28.8
799,82.7,1.85E+03,-0.0311,0.0796,104,168,16.1,25.3,0.108,0.126,0.189,17.4,27.6
968,70.6,1.20E+03,0.00157,0.0688,111,119,17,18.3,0.0861,0.105,0.317,21,32.2
838,23.3,548,0.0633,0.061,105,84.4,16,13.6,0.104,0.144,0.305,23.7,28.6
106,28.7,1.04E+03,0.0773,0.071,57.8,115,9.31,17.6,0.107,0.131,0.389,20.4,25.1
756,-48.9,345,0.0222,0.0669,98.3,69.7,15.1,10.4,0.0844,0.143,0.242,16.6,26.4
940,33.2,973,0.0494,0.0628,116,110,17.7,17.5,0.11,0.127,0.336,21.5,26.7
1.76E+03,17,1.67E+03,0.0191,0.0575,174,142,26,21.5,0.0806,0.125,0.352,15.8,24
433,-14.1,239,0.0651,0.0686,83.5,64.3,12.5,11.2,0.0842,0.132,0.338,19.9,29.8
288,41,1.07E+03,0.0715,0.0669,66.1,113,10.4,17,0.0794,0.133,0.329,28.6,27.4
1.21E+03,67.1,1.36E+03,0.0773,0.0609,131,130,20,20.1,0.0921,0.114,0.252,18.9,30.5
757,-7.51,345,0.0878,0.0701,107,82.9,16.5,12.4,0.109,0.103,0.388,26.5,26.2
1.13E+03,-25.5,746,-0.00664,0.0632,131,88.9,19.8,13.3,0.0816,0.0903,0.281,25.5,33.5
938,55.6,1.07E+03,0.0166,0.0712,115,121,17.4,18.4,0.0999,0.155,0.284,21,18.2
1.06E+03,88.4,910,0.0443,0.0713,120,119,17.8,17,0.106,0.0979,0.262,19.7,18
546,58.6,997,-0.000125,0.0584,83.1,99.5,12.6,15.5,0.0825,0.111,0.338,20.4,22.8
420,46.5,1.40E+03,-0.00626,0.0752,81.3,143,12.6,20.9,0.076,0.124,0.283,14.8,24.4
203,6.05,486,0.0913,0.0593,59.8,81.7,9.42,12.2,0.0915,0.163,0.226,23.1,26.3
685,122,1.76E+03,-0.00721,0.0615,97.5,155,15.2,23.7,0.0912,0.119,0.236,21,14.7
457,-16.4,234,0.0498,0.0621,81.2,62.8,12.5,10.2,0.091,0.168,0.266,17.7,34.3
465,79.9,950,0.0305,0.0577,74.1,112,11.7,17.2,0.115,0.103,0.443,18.2,29.6
176,7.28,713,0.0478,0.0685,60.6,86.8,9.28,14,0.0852,0.149,0.107,18.5,31.2
1.01E+03,55.7,527,0.0464,0.0622,111,89.1,16.8,13.1,0.106,0.185,0.327,16.6,11.2
422,-24.5,-734,0.0224,0.0629,73.8,8.41,11.4,2.46,0.0956,0.106,0.292,19.6,21.3
